,Unnamed: 0,Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,SimillarHTTP, Inbound, Label
4922,1909,172.217.11.6-192.168.50.8-443-59870-6,192.168.50.8,59870,172.217.11.6,443,6,2018-11-03 09:53:28.289959,117454488,278,435,12440.0,514638.0,994.0,0.0,44.74820143884894,123.31522189017096,2860.0,0.0,1183.075862068966,592.3599885060082,4487.508387078407,6.0704364059719875,164964.16853932585,3074324.5754339886,58204155.0,0.0,117454488.0,424023.4223826715,4923179.72644132,58204155.0,0.0,117202052.0,270050.81105990784,3952654.9503993294,58447874.0,0.0,0,0,0,0,5584,8724,2.3668742228053468,3.7035621831666408,0.0,2860.0,738.2044817927176,726.9793564995636,528498.9847765196,0,0,0,0,1,0,0,0,1.0,739.2398316970548,44.74820143884892,1183.0758620689655,5584,0,0,0,0,0,0,278,12440,435,514638,8192,293,276,20,554454.0,431475.1436664689,859553.0,249355.0,58048154.5,220618.022836984,58204155.0,57892154.0,0,0,BENIGN
4923,10360,192.168.50.8-4.2.2.4-50916-53-17,192.168.50.8,50916,4.2.2.4,53,17,2018-11-03 09:53:28.309571,24470,2,2,84.0,140.0,42.0,42.0,42.0,0.0,70.0,70.0,70.0,0.0,9154.066203514509,163.4654679199019,8156.666666666666,14124.296985455005,24466.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,81.73273395995095,81.73273395995095,42.0,70.0,53.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,66.5,42.0,70.0,40,0,0,0,0,0,0,2,84,2,140,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4924,59282,192.168.50.8-4.2.2.4-59415-53-17,192.168.50.8,59415,4.2.2.4,53,17,2018-11-03 09:53:28.327228,1,2,0,94.0,0.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0.0,94000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2000000.0,0.0,47.0,47.0,47.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,70.5,47.0,0.0,40,0,0,0,0,0,0,2,94,0,0,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4925,19281,192.168.50.8-4.2.2.4-50182-53-17,192.168.50.8,50182,4.2.2.4,53,17,2018-11-03 09:53:28.332003,30773,2,2,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,5199.363078022942,129.98407695057355,10257.666666666668,17765.067782964787,30771.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,64.99203847528678,64.99203847528678,32.0,48.0,38.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4926,161288,192.168.50.8-4.2.2.4-52509-53-17,192.168.50.8,52509,4.2.2.4,53,17,2018-11-03 09:53:28.332111,30667,2,2,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,5217.334594189194,130.43336485472983,10222.333333333332,17703.868654430684,30665.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,65.21668242736492,65.21668242736492,32.0,48.0,38.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4927,1908,172.217.11.4-192.168.50.8-443-59871-6,192.168.50.8,59871,172.217.11.4,443,6,2018-11-03 09:53:28.363449,117380996,42,45,6534.0,7036.0,1002.0,0.0,155.57142857142856,283.33528727890837,2315.0,0.0,156.35555555555558,410.73665283219856,115.60644791257351,0.7411761951653572,1364895.3023255821,8826058.28302608,58566644.0,0.0,117380996.0,2862951.1219512187,12701189.422864342,58627856.0,1.0,117131899.0,2662088.613636364,12298174.421290198,58607874.0,0.0,0,0,0,0,864,924,0.3578091976660345,0.3833669974993226,0.0,2315.0,154.20454545454538,351.32756955372383,123431.06112852664,0,0,0,0,1,0,0,0,1.0,155.97701149425288,155.57142857142858,156.35555555555555,864,0,0,0,0,0,0,42,6534,45,7036,8192,277,40,20,336465.5,123187.193670852,423572.0,249359.0,58229366.0,476983.1218900728,58566644.0,57892088.0,0,0,BENIGN
4928,96875,192.168.50.8-4.2.2.4-60259-53-17,192.168.50.8,60259,4.2.2.4,53,17,2018-11-03 09:53:28.363526,31483,2,2,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,5082.107804211797,127.05269510529492,10494.333333333332,18132.567781021346,31432.0,1.0,50.0,50.0,0.0,50.0,50.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,63.52634755264746,63.52634755264746,32.0,48.0,38.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,48.0,32.0,48.0,40,0,0,0,0,0,0,2,64,2,96,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4929,50617,192.168.50.8-4.2.2.4-64919-53-17,192.168.50.8,64919,4.2.2.4,53,17,2018-11-03 09:53:28.395689,21815,2,2,64.0,96.0,32.0,32.0,32.0,0.0,48.0,48.0,48.0,0.0,7334.402933761173,183.3600733440293,7271.666666666666,12551.615925184029,21765.0,2.0,2.0,2.0,0.0,2.0,2.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,40,91.6800366720147,91.6800366720147,32.0,48.0,38.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4930,180054,192.168.50.8-4.2.2.4-55436-53-17,192.168.50.8,55436,4.2.2.4,53,17,2018-11-03 09:53:28.418090,22120,2,2,64.0,120.0,32.0,32.0,32.0,0.0,60.0,60.0,60.0,0.0,8318.264014466546,180.83182640144662,7373.333333333334,12768.389888052969,22117.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,90.41591320072331,90.41591320072331,32.0,60.0,43.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,54.0,32.0,60.0,40,0,0,0,0,0,0,2,64,2,120,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4931,1910,172.217.11.6-192.168.50.8-443-59872-6,192.168.50.8,59872,172.217.11.6,443,6,2018-11-03 09:53:28.457628,117323309,28,24,1932.0,1006.0,584.0,0.0,69.00000000000001,152.5467748545295,156.0,0.0,41.91666666666666,41.14969138947795,25.041912174502343,0.4432196845044662,2300457.0392156863,11399635.915979307,58480186.0,1.0,117323309.0,4345307.74074074,15513940.345308382,58480186.0,1.0,117279850.0,5099123.913043479,16759176.46077809,58521588.0,1.0,0,0,0,0,656,504,0.2386567531947125,0.20456293130975364,0.0,584.0,55.433962264150935,114.34268827889572,13074.25036284471,0,0,0,0,1,0,0,0,0.0,56.5,69.0,41.91666666666666,656,0,0,0,0,0,0,28,1932,24,1006,8192,247,20,20,350272.5,92747.66095433348,415855.0,284690.0,58168503.5,440785.6186543522,58480186.0,57856821.0,0,0,BENIGN
4932,158947,192.168.50.8-4.2.2.4-60627-53-17,192.168.50.8,60627,4.2.2.4,53,17,2018-11-03 09:53:28.480862,22831,2,2,62.0,254.0,31.0,31.0,31.0,0.0,127.0,127.0,127.0,0.0,13840.83044982699,175.20038544084798,7610.333333333334,13179.751945060776,22829.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,87.60019272042399,87.60019272042399,31.0,127.0,69.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4933,97021,192.168.50.8-4.2.2.4-49390-53-17,192.168.50.8,49390,4.2.2.4,53,17,2018-11-03 09:53:28.480911,22784,2,2,62.0,254.0,31.0,31.0,31.0,0.0,127.0,127.0,127.0,0.0,13869.382022471911,175.56179775280899,7594.666666666666,13152.616482408865,22782.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,87.78089887640448,87.78089887640448,31.0,127.0,69.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,86.75,31.0,127.0,40,0,0,0,0,0,0,2,62,2,254,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4934,61877,192.168.50.8-4.2.2.4-59724-53-17,192.168.50.8,59724,4.2.2.4,53,17,2018-11-03 09:53:28.485669,20837,2,2,62.0,424.0,31.0,31.0,31.0,0.0,212.0,212.0,212.0,0.0,23323.89499448097,191.96621394634545,6945.666666666666,12028.515508296665,20835.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.98310697317272,95.98310697317272,31.0,212.0,103.4,99.13778290843506,9828.3,0,0,0,0,0,0,0,0,1.0,129.25,31.0,212.0,40,0,0,0,0,0,0,2,62,2,424,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4935,1656,192.168.50.8-23.194.142.213-59873-443-6,192.168.50.8,59873,23.194.142.213,443,6,2018-11-03 09:53:28.504191,5341600,10,8,1271.0,328.0,560.0,0.0,127.1,228.98978628362926,152.0,0.0,41.0,68.5607134485299,299.3485098097948,3.3697768458888726,314211.76470588235,1267469.07849218,5232301.0,1.0,5341600.0,593511.1111111111,1763682.736390211,5296598.0,1.0,86903.0,12414.714285714286,24407.189020957783,64544.0,1.0,0,0,0,0,224,184,1.87209824771604,1.4976785981728322,0.0,560.0,84.15789473684211,174.04573573821042,30291.918128654976,0,0,0,0,1,0,0,0,0.0,88.83333333333331,127.1,41.0,224,0,0,0,0,0,0,10,1271,8,328,8192,237,8,20,109296.0,0.0,109296.0,109296.0,5232301.0,0.0,5232301.0,5232301.0,0,0,BENIGN
4936,123309,192.168.50.8-4.2.2.4-49371-53-17,192.168.50.8,49371,4.2.2.4,53,17,2018-11-03 09:53:28.504193,22441,2,2,62.0,254.0,31.0,31.0,31.0,0.0,127.0,127.0,127.0,0.0,14081.368922953523,178.24517623991798,7480.333333333334,12954.585340076823,22439.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,89.12258811995899,89.12258811995899,31.0,127.0,69.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,86.75,31.0,127.0,64,0,0,0,0,0,0,2,62,2,254,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4937,165530,192.168.50.8-4.2.2.4-58447-53-17,192.168.50.8,58447,4.2.2.4,53,17,2018-11-03 09:53:28.504339,22298,2,2,82.0,114.0,41.0,41.0,41.0,0.0,57.0,57.0,57.0,0.0,8790.026011301463,179.38828594492782,7432.666666666666,12872.024251582707,22296.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,89.69414297246391,89.69414297246391,41.0,57.0,47.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,59.25,41.0,57.0,64,0,0,0,0,0,0,2,82,2,114,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4938,160453,192.168.50.8-4.2.2.4-53842-53-17,192.168.50.8,53842,4.2.2.4,53,17,2018-11-03 09:53:28.526192,22456,2,2,64.0,256.0,32.0,32.0,32.0,0.0,128.0,128.0,128.0,0.0,14250.089063056643,178.12611328820805,7485.333333333334,12962.379578354175,22453.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,89.06305664410402,89.06305664410402,32.0,128.0,70.4,52.58136552049595,2764.8,0,0,0,0,0,0,0,0,1.0,88.0,32.0,128.0,40,0,0,0,0,0,0,2,64,2,256,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4939,161207,192.168.50.8-4.2.2.4-59183-53-17,192.168.50.8,59183,4.2.2.4,53,17,2018-11-03 09:53:28.527185,21519,2,2,120.0,376.0,60.0,60.0,60.0,0.0,188.0,188.0,188.0,0.0,23049.398206236347,185.88224359868028,7173.0,12380.720536382363,21469.0,2.0,48.0,48.0,0.0,48.0,48.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,92.94112179934014,92.94112179934014,60.0,188.0,111.2,70.10848736066126,4915.2,0,0,0,0,0,0,0,0,1.0,139.0,60.0,188.0,40,0,0,0,0,0,0,2,120,2,376,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4940,33556,192.168.50.8-4.2.2.4-55397-53-17,192.168.50.8,55397,4.2.2.4,53,17,2018-11-03 09:53:28.549193,21257,2,2,120.0,284.0,60.0,60.0,60.0,0.0,142.0,142.0,142.0,0.0,19005.50406924777,188.17330761631462,7085.666666666666,12189.596274419155,21161.0,47.0,47.0,47.0,0.0,47.0,47.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,40,40,94.08665380815731,94.08665380815731,60.0,142.0,92.8,44.913249715423625,2017.2,0,0,0,0,0,0,0,0,1.0,116.0,60.0,142.0,40,0,0,0,0,0,0,2,120,2,284,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4941,136618,192.168.50.8-4.2.2.4-64440-53-17,192.168.50.8,64440,4.2.2.4,53,17,2018-11-03 09:53:28.549325,21127,2,2,74.0,654.0,37.0,37.0,37.0,0.0,327.0,327.0,327.0,0.0,34458.27613953708,189.33118757987407,7042.333333333334,12195.947086361653,21125.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,94.66559378993703,94.66559378993703,37.0,327.0,153.0,158.8395416764982,25230.0,0,0,0,0,0,0,0,0,1.0,191.25,37.0,327.0,40,0,0,0,0,0,0,2,74,2,654,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4942,21002,192.168.50.8-4.2.2.4-64002-53-17,192.168.50.8,64002,4.2.2.4,53,17,2018-11-03 09:53:28.571253,22746,2,2,82.0,594.0,41.0,41.0,41.0,0.0,297.0,297.0,297.0,0.0,29719.511122834785,175.85509540138924,7582.0,13129.811156296197,22743.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,40,40,87.92754770069462,87.92754770069462,41.0,297.0,143.4,140.21697472132252,19660.8,0,0,0,0,0,0,0,0,1.0,179.25,41.0,297.0,40,0,0,0,0,0,0,2,82,2,594,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4943,1630,172.217.12.202-192.168.50.8-443-59874-6,192.168.50.8,59874,172.217.12.202,443,6,2018-11-03 09:53:28.572153,143760,14,9,1669.0,5398.0,517.0,0.0,119.21428571428572,181.72683581998245,2409.0,0.0,599.7777777777778,846.3454935453041,49158.31942125765,159.98887033945462,6534.545454545455,14560.998934620728,42396.0,0.0,143760.0,11058.46153846154,20466.27132061995,56408.0,0.0,102136.0,12767.0,19918.28868151077,44643.0,1.0,0,0,0,0,304,204,97.38452977184194,62.60434056761269,0.0,2409.0,294.45833333333326,571.6246091978369,326754.6938405797,0,0,0,0,1,0,0,0,0.0,307.2608695652174,119.21428571428572,599.7777777777778,304,0,0,0,0,0,0,14,1669,9,5398,8192,242,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4944,1628,172.217.12.202-192.168.50.8-443-59875-6,192.168.50.8,59875,172.217.12.202,443,6,2018-11-03 09:53:28.572298,141849,14,10,1669.0,5396.0,517.0,0.0,119.21428571428572,181.72683581998245,1430.0,0.0,539.6,601.1535577537572,49806.48436012944,169.19400207262655,6167.347826086957,14045.687460468218,41994.0,1.0,141849.0,10911.461538461535,20233.87390662576,56264.0,1.0,100396.0,11155.111111111111,18674.711821367186,43146.0,1.0,0,0,0,0,304,224,98.69650120903214,70.49750086359438,0.0,1430.0,282.6,447.02125229120827,199828.00000000012,0,0,0,0,1,0,0,0,0.0,294.375,119.21428571428572,539.6,304,0,0,0,0,0,0,14,1669,10,5396,8192,242,12,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4945,38680,192.168.50.8-4.2.2.4-58233-53-17,192.168.50.8,58233,4.2.2.4,53,17,2018-11-03 09:53:28.594432,22576,2,2,82.0,138.0,41.0,41.0,41.0,0.0,69.0,69.0,69.0,0.0,9744.861800141744,177.1793054571226,7525.333333333334,13030.795613980496,22572.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,88.5896527285613,88.5896527285613,41.0,69.0,52.2,15.336231610144653,235.2,0,0,0,0,0,0,0,0,1.0,65.25,41.0,69.0,40,0,0,0,0,0,0,2,82,2,138,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4946,1774,192.168.50.8-52.73.132.195-59876-443-6,192.168.50.8,59876,52.73.132.195,443,6,2018-11-03 09:53:28.693827,60337180,25,26,4714.0,8498.0,1663.0,0.0,188.56,465.88661710763915,1904.0,0.0,326.8461538461538,632.2886487867826,218.96946459877643,0.8452499768799272,1206743.6,3266407.5020992467,10015322.0,1.0,60337180.0,2514049.166666667,4423541.4594629435,10062054.0,1.0,60275221.0,2411008.84,4361042.174550069,10076868.0,1.0,0,0,0,0,524,664,0.4143382239607486,0.43091175291917855,0.0,1904.0,254.07692307692292,551.5304498430456,304185.8371040723,0,0,0,0,1,0,0,0,1.0,259.0588235294117,188.56,326.84615384615387,524,0,0,0,0,0,0,25,4714,26,8498,8192,123,23,20,93478.33333333334,78108.72144816267,252917.0,61459.0,9962674.166666668,99972.67771629756,10015322.0,9758968.0,0,0,BENIGN
4947,31595,192.168.50.6-4.2.2.4-59996-53-17,192.168.50.6,59996,4.2.2.4,53,17,2018-11-03 09:53:28.712236,20920,2,2,94.0,510.0,47.0,47.0,47.0,0.0,255.0,255.0,255.0,0.0,28871.892925430217,191.20458891013385,6973.333333333334,12076.4355806394,20918.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,40,40,95.60229445506693,95.60229445506693,47.0,255.0,130.2,113.92629196107457,12979.2,0,0,0,0,0,0,0,0,1.0,162.75,47.0,255.0,40,0,0,0,0,0,0,2,94,2,510,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4948,1629,172.217.12.202-192.168.50.8-443-59875-6,192.168.50.8,59875,172.217.12.202,443,6,2018-11-03 09:53:28.714148,1,2,0,37.0,0.0,31.0,6.0,18.5,17.677669529663692,0.0,0.0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6.0,31.0,22.666666666666664,14.433756729740644,208.33333333333331,0,0,1,0,0,1,0,0,0.0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,16489,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4949,1632,172.217.12.202-192.168.50.8-443-59875-6,172.217.12.202,443,192.168.50.8,59875,6,2018-11-03 09:53:28.714291,40713,5,2,220.0,12.0,69.0,6.0,44.0,26.29638758460941,6.0,6.0,6.0,0.0,5698.425564316066,171.93525409574337,6785.5,16148.492310429485,39742.0,1.0,40713.0,10178.25,19714.415797836868,39742.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,100,40,122.81089578267384,49.124358313069536,6.0,69.0,37.625,29.164251600693806,850.5535714285713,0,0,1,0,0,1,0,0,0.0,43.0,44.0,6.0,100,0,0,0,0,0,0,5,220,2,12,242,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
4950,1631,172.217.12.202-192.168.50.8-443-59874-6,192.168.50.8,59874,172.217.12.202,443,6,2018-11-03 09:53:28.715914,1,2,0,37.0,0.0,31.0,6.0,18.5,17.677669529663692,0.0,0.0,0.0,0.0,37000000.0,2000000.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,2000000.0,0.0,6.0,31.0,22.666666666666664,14.433756729740644,208.33333333333331,0,0,1,0,0,1,0,0,0.0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,16489,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
4951,1633,172.217.12.202-192.168.50.8-443-59874-6,172.217.12.202,443,192.168.50.8,59874,6,2018-11-03 09:53:28.716112,41058,5,2,220.0,12.0,69.0,6.0,44.0,26.29638758460941,6.0,6.0,6.0,0.0,5650.543134102977,170.49052559793464,6842.999999999999,16689.93996394235,40911.0,1.0,41058.0,10264.5,20527.0,41055.0,1.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,100,40,121.77894685566757,48.71157874226704,6.0,69.0,37.625,29.164251600693806,850.5535714285713,0,0,1,0,0,1,0,0,0.0,43.0,44.0,6.0,100,0,0,0,0,0,0,5,220,2,12,242,0,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,BENIGN
4952,1773,192.168.50.8-52.73.132.195-59877-443-6,192.168.50.8,59877,52.73.132.195,443,6,2018-11-03 09:53:28.726907,60301238,25,26,4694.0,8562.0,1653.0,0.0,187.76000000000005,463.2500476704418,1904.0,2.0,329.3076923076922,630.970602752982,219.82964926856064,0.8457537803784394,1206024.7599999998,3266047.6041604765,10009001.0,1.0,60301238.0,2512551.583333333,4422023.995037683,10062045.0,1.0,60242433.0,2409697.32,4359454.142462914,10067815.0,1.0,0,0,0,0,524,528,0.4145851864600193,0.4311685939184201,0.0,1904.0,254.9230769230769,549.9577469029618,302453.52337858226,0,0,0,0,1,0,0,0,1.0,259.921568627451,187.76,329.3076923076923,524,0,0,0,0,0,0,25,4694,26,8562,8192,32120,23,20,89201.33333333331,74722.01809016312,241727.0,58641.0,9960951.666666666,106602.27759230412,10009001.0,9743400.0,0,0,BENIGN
4953,1851,192.168.50.8-72.21.91.29-59878-80-6,192.168.50.8,59878,72.21.91.29,80,6,2018-11-03 09:53:28.822781,115674058,33,30,1042.0,3164.0,440.0,0.0,31.57575757575758,105.36692742003729,788.0,0.0,105.46666666666668,272.29240537148394,36.360788864172115,0.5446337846987265,1865710.6129032262,3858397.56393616,10002253.0,1.0,115674058.0,3614814.3125000005,4792004.915652088,10030879.0,1.0,110385027.0,3806380.24137931,4936822.511041871,10031024.0,1.0,0,0,0,0,708,888,0.2852843634136186,0.25934942128510785,0.0,788.0,65.71875000000001,202.97810256046736,41200.11011904761,0,0,0,0,1,0,0,0,0.0,66.76190476190476,31.57575757575757,105.46666666666668,708,0,0,0,0,0,0,33,1042,30,3164,8192,288,29,20,52470.36363636363,78642.75106743498,289587.0,28628.0,9982554.545454543,64752.72140746469,10002253.0,9787318.0,ocsp.digicert.com/,0,BENIGN
4954,1850,192.168.50.8-72.21.91.29-59879-80-6,192.168.50.8,59879,72.21.91.29,80,6,2018-11-03 09:53:28.849401,115647435,33,30,1042.0,3164.0,440.0,0.0,31.57575757575758,105.36692742003729,788.0,0.0,105.46666666666668,272.29240537148394,36.36915941974848,0.5447591639191998,1865281.20967742,3858774.672014255,10018189.0,1.0,115647435.0,3613982.343750002,4792481.8090047855,10046430.0,1.0,110405600.0,3807089.6551724137,4937842.537648323,10046620.0,1.0,0,0,0,0,708,888,0.28535003824339034,0.2594091256758094,0.0,788.0,65.71875000000001,202.97810256046736,41200.11011904761,0,0,0,0,1,0,0,0,0.0,66.76190476190476,31.57575757575757,105.46666666666668,708,0,0,0,0,0,0,33,1042,30,3164,8192,288,29,20,51734.63636363637,78273.22076965112,287737.0,27985.0,9985123.090909092,68923.70585285517,10018189.0,9778145.0,ocsp.digicert.com/,0,BENIGN
4955,176334,192.168.50.8-4.2.2.4-53091-53-17,192.168.50.8,53091,4.2.2.4,53,17,2018-11-03 09:53:28.957934,21046,2,2,72.0,352.0,36.0,36.0,36.0,0.0,176.0,176.0,176.0,0.0,20146.346099021197,190.0598688586905,7015.333333333334,12146.583648636899,21041.0,2.0,2.0,2.0,0.0,2.0,2.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,95.02993442934523,95.02993442934523,36.0,176.0,92.0,76.68115805072324,5880.0,0,0,0,0,0,0,0,0,1.0,115.0,36.0,176.0,40,0,0,0,0,0,0,2,72,2,352,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BENIGN
